Employee_ID,First_Name,Last_Name,Gender,Department,Location,Hire_Date,Exit_Date,Status,Salary,Engagement_Score,Performance_Rating,Tenure_Years,Risk_Score
120535,Ryan,Jones,Female,Sales,UK,2023-04-29,,Active,1660930,4.79,5,2.79,0.04
120536,Jaclyn,Dorsey,Male,IT,UK,2023-10-09,,Active,1204391,4.2,3,2.35,0.16
120537,Shannon,Torres,Male,HR,Germany,2023-07-11,,Active,530403,4.42,5,2.59,0.12
120538,Gregory,Ford,Female,Sales,Germany,2023-05-15,,Active,1401786,3.38,4,2.75,0.32
120539,Jacqueline,Norris,Male,HR,Singapore,2023-09-07,,Active,641874,4.52,4,2.44,0.1
120540,Tara,Johnson,Female,Marketing,USA,2023-07-01,,Active,1207521,4.21,5,2.62,0.16
120541,Garrett,Hardy,Female,Operations,Singapore,2023-10-30,,Active,827737,4.04,3,2.29,0.19
120542,Holly,Frank,Female,Marketing,UK,2023-07-19,,Active,1256593,2.46,1,2.57,0.51
120543,Charles,Stewart,Male,Sales,Singapore,2023-09-07,,Active,1454311,3.25,5,2.44,0.35
120544,Deborah,Schneider,Female,Sales,India,2023-07-29,,Active,647522,3.35,4,2.55,0.33
120545,Benjamin,Jones,Male,Sales,UK,2023-09-30,2025-12-04,Resigned,1470709,3.65,4,2.37,0.27
120546,Aaron,Lee,Female,HR,USA,2023-11-06,,Active,663201,4.93,5,2.27,0.01
120547,Karen,Mason,Female,HR,UK,2023-09-01,,Active,1092572,3.74,5,2.45,0.25
120548,Randall,Gray,Male,HR,UK,2023-01-20,,Active,953092,4.38,4,3.07,0.12
120549,Bryan,Smith,Male,Operations,UK,2023-09-12,,Active,687090,3.69,4,2.42,0.26
120550,Dylan,Russell,Male,Marketing,India,2023-08-28,2024-11-03,Terminated,885844,3.36,5,2.46,0.33
120551,Pamela,Marshall,Female,Operations,USA,2023-09-04,,Active,686908,3.83,3,2.44,0.23
120552,Amanda,Powers,Male,HR,USA,2023-09-30,,Active,933618,2.9,1,2.37,0.42
120553,Laura,Williamson,Female,Marketing,Singapore,2023-02-06,2025-02-13,Resigned,414416,3.3,2,3.02,0.34
120554,Alicia,Reeves,Female,Operations,Singapore,2023-10-11,,Active,994069,2.65,3,2.34,0.47
120555,Glenn,Cardenas,Male,Marketing,India,2023-01-14,,Active,907929,2.73,1,3.08,0.45
120556,Vanessa,Ewing,Male,HR,Germany,2023-12-09,,Active,990963,3.76,4,2.18,0.25
120557,Yvette,Harris,Male,HR,UK,2023-10-26,,Active,747556,4.04,5,2.3,0.19
120558,Michelle,Hardy,Female,Finance,UK,2023-07-18,2024-09-22,Terminated,1137020,2.97,3,2.58,0.41
120559,Yvonne,Moody,Male,Operations,UK,2023-04-26,,Active,1070626,3.9,3,2.8,0.22
120560,Derek,Brown,Male,Finance,India,2023-01-30,,Active,1097781,2.81,2,3.04,0.44
120561,Donald,Ware,Male,Marketing,Singapore,2023-10-19,,Active,1024311,4.05,4,2.32,0.19
120562,Jason,Williamson,Male,Finance,India,2023-02-24,,Active,1383484,4.85,4,2.97,0.03
120563,Linda,Owens,Female,HR,India,2023-07-13,,Active,763757,3.87,4,2.59,0.23
120564,Jessica,Blair,Male,Sales,India,2023-02-24,,Active,1569070,2.78,3,2.97,0.44
120565,Michele,Joseph,Male,Sales,USA,2023-11-02,,Active,614538,3.42,5,2.28,0.32
120566,Michael,Price,Female,Operations,USA,2023-05-28,2025-05-05,Terminated,821387,3.9,5,2.72,0.22
120567,Joseph,King,Female,Operations,UK,2023-11-06,,Active,678768,2.45,1,2.27,0.51
120568,Joshua,Snyder,Female,HR,UK,2023-10-13,,Active,529675,2.42,2,2.34,0.52
120569,Joel,White,Female,Finance,India,2023-06-19,,Active,657687,3.17,4,2.65,0.37
120570,Christopher,Lee,Female,IT,India,2023-11-11,,Active,1016245,2.33,2,2.26,0.53
120571,Stephanie,Wade,Male,Sales,USA,2023-12-22,,Active,1608172,4.21,5,2.15,0.16
120572,Kayla,Dunn,Male,Marketing,Germany,2023-09-09,,Active,484372,2.68,2,2.43,0.46
120573,Daniel,Sims,Female,Sales,India,2023-03-06,,Active,832893,4.84,4,2.94,0.03
120574,Ashley,Hunter,Female,Operations,Singapore,2023-01-16,,Active,1220505,3.9,5,3.08,0.22
120575,Jessica,Cooper,Female,Operations,India,2023-04-03,,Active,843749,4.2,3,2.87,0.16
120576,Michael,Bowers,Male,IT,Germany,2023-11-18,,Active,825634,3.71,4,2.24,0.26
120577,Robert,Wilson,Male,Sales,Singapore,2023-07-14,,Active,1485307,3.26,5,2.59,0.35
120578,Thomas,Casey,Female,Finance,Germany,2023-08-13,,Active,858225,3.43,1,2.5,0.31
120579,Phillip,Maldonado,Female,Finance,USA,2023-04-27,2025-02-26,Resigned,1190844,4.02,3,2.8,0.2
120580,Andrew,Valdez,Female,Finance,Singapore,2023-05-05,,Active,468140,2.23,2,2.78,0.55
120581,Shannon,Gonzalez,Male,HR,USA,2023-05-01,,Active,638417,2.51,1,2.79,0.5
120582,Stephanie,Peters,Male,Marketing,Singapore,2023-10-21,,Active,554135,3.65,4,2.32,0.27
120583,Noah,Jones,Male,Marketing,Germany,2023-06-16,,Active,841799,4.18,5,2.66,0.16
120584,Rose,Hughes,Male,Finance,Singapore,2023-09-10,,Active,1116627,4.48,5,2.43,0.1
120585,Randy,Daniels,Female,IT,India,2023-09-27,,Active,1169348,2.99,2,2.38,0.4
120586,Stephen,Maynard,Male,Operations,Singapore,2023-07-07,,Active,583444,2.71,3,2.61,0.46
120587,Casey,Robertson,Female,Operations,Singapore,2023-12-02,,Active,888369,3.05,2,2.2,0.39
120588,Erica,Evans,Male,Finance,Singapore,2023-04-12,,Active,712311,3.53,4,2.84,0.29
120589,Michelle,Russo,Male,Sales,UK,2023-09-07,,Active,1162616,3.97,2,2.44,0.21
120590,Christian,Schroeder,Female,IT,India,2023-08-05,,Active,934325,3.09,4,2.53,0.38
120591,Mathew,Thomas,Female,Operations,UK,2023-09-30,2024-01-23,Terminated,1217084,4.47,5,2.37,0.11
120592,Emily,Stevenson,Female,Finance,UK,2023-09-04,,Active,1393674,3.32,4,2.44,0.34
120593,Kevin,Wallace,Male,IT,India,2023-09-22,,Active,1349064,2.58,2,2.39,0.48
120594,Timothy,Kane,Female,Finance,Germany,2023-01-08,,Active,1614513,4.56,4,3.1,0.09
120595,Ashley,Bryant,Male,IT,USA,2023-06-27,,Active,1600085,4.7,5,2.63,0.06
120596,Christopher,Jennings,Female,HR,Germany,2023-03-08,,Active,504747,3.51,2,2.94,0.3
120597,Kathryn,Oneal,Female,Marketing,USA,2023-12-24,,Active,410631,2.42,1,2.14,0.52
120598,Sarah,Cunningham,Female,HR,Singapore,2023-09-11,,Active,827739,3.42,3,2.42,0.32
120599,Robert,Contreras,Male,Sales,UK,2023-08-05,2025-10-21,Resigned,501046,3.29,3,2.53,0.34
120600,Jill,Wolfe,Female,Marketing,Germany,2023-04-25,,Active,931494,2.97,2,2.81,0.41
120601,Maureen,Hall,Male,HR,Germany,2023-04-21,,Active,960593,3.57,1,2.82,0.29
120602,Christine,Hoffman,Male,Finance,UK,2023-07-04,,Active,1721318,3.3,4,2.61,0.34
120603,Kristopher,Vargas,Female,Finance,Singapore,2023-02-10,,Active,699575,3.0,3,3.01,0.4
120604,Ashley,Johnson,Female,Finance,UK,2023-05-11,,Active,773258,4.34,4,2.76,0.13
120605,David,Rush,Female,Sales,UK,2023-10-28,,Active,1418722,3.52,3,2.3,0.3
120606,Shelby,Scott,Male,Sales,UK,2023-02-10,,Active,1291189,2.56,2,3.01,0.49
120607,Luis,Lambert,Male,IT,Singapore,2023-10-09,,Active,990347,3.08,4,2.35,0.38
120608,Michael,Lamb,Female,Operations,Germany,2023-03-14,,Active,638483,3.97,5,2.92,0.21
120609,Arthur,Sanders,Male,IT,India,2023-05-13,2024-02-14,Resigned,1258903,3.05,1,2.76,0.39
120610,Susan,Dawson,Male,IT,Germany,2023-09-22,,Active,673217,3.96,1,2.39,0.21
120611,Calvin,Keller,Male,Operations,India,2023-11-17,,Active,812167,3.0,2,2.24,0.4
120612,Nina,Smith,Female,Marketing,USA,2023-05-22,,Active,909661,4.1,5,2.73,0.18
120613,Veronica,Griffith,Female,Sales,India,2023-02-03,,Active,1257929,2.63,3,3.03,0.47
120614,Mindy,Lucero,Male,HR,USA,2023-10-12,2026-01-29,Resigned,856523,2.69,2,2.34,0.46
120615,Alexis,Wolf,Female,Sales,Singapore,2023-01-22,,Active,1018563,4.21,3,3.06,0.16
120616,Shawn,Mathis,Male,Marketing,Germany,2023-06-01,,Active,401172,2.38,2,2.7,0.52
120617,Amanda,Kramer,Male,Marketing,India,2023-06-10,,Active,1351845,4.71,4,2.68,0.06
120618,Nicole,Montoya,Male,Sales,Singapore,2023-12-15,,Active,961432,4.99,5,2.16,0.0
120619,Kevin,Perez,Male,Operations,UK,2023-01-22,,Active,1264216,4.97,4,3.06,0.01
120620,Stephen,Rivera,Female,HR,India,2023-05-26,,Active,972878,2.73,2,2.72,0.45
120621,Alan,Webb,Female,Sales,USA,2023-11-24,,Active,1595323,4.56,4,2.22,0.09
120622,Cheryl,Kennedy,Male,Sales,UK,2023-09-28,,Active,1021560,4.07,3,2.38,0.19
120623,Jennifer,Cowan,Male,HR,India,2023-12-17,,Active,868745,3.1,4,2.16,0.38
120624,Zachary,Simmons,Female,Marketing,UK,2023-03-20,,Active,1034241,2.31,2,2.9,0.54
120625,James,Rodriguez,Male,Sales,UK,2023-10-09,,Active,1721766,3.53,5,2.35,0.29
120626,Ryan,Johnson,Female,Marketing,Germany,2023-05-22,2023-11-15,Terminated,1196847,2.51,3,2.73,0.5
120627,Matthew,Fitzgerald,Male,Finance,Germany,2023-09-10,,Active,1638744,3.22,5,2.43,0.36
120628,Joshua,Smith,Female,Sales,USA,2023-09-05,,Active,1063433,3.49,1,2.44,0.3
120629,Andrea,Young,Male,IT,India,2023-01-20,,Active,1377377,3.69,3,3.07,0.26
120630,Audrey,Jones,Female,IT,Germany,2023-08-23,,Active,1105440,4.67,5,2.48,0.07
120631,Brian,Wilcox,Male,Finance,USA,2023-05-12,,Active,1325106,2.19,1,2.76,0.56
120632,Michael,Smith,Female,Sales,Germany,2023-11-23,,Active,1031949,4.22,4,2.22,0.16
120633,Carol,Combs,Male,Finance,India,2023-07-01,,Active,682812,3.87,5,2.62,0.23
120634,Brian,Woods,Male,Marketing,India,2023-08-25,2024-04-10,Terminated,506950,2.71,3,2.47,0.46
120635,Patrick,Smith,Male,Sales,India,2023-04-07,,Active,888192,3.7,1,2.85,0.26
120636,Charles,Baker,Female,Sales,UK,2023-04-28,,Active,513608,3.51,2,2.8,0.3
120637,Carrie,Guerra,Male,HR,India,2023-04-11,,Active,464615,2.6,3,2.84,0.48
120638,Patricia,Mendez,Male,Operations,Singapore,2023-12-11,,Active,852351,3.12,3,2.18,0.38
120639,Samantha,Phillips,Male,Marketing,Germany,2023-09-09,,Active,766414,3.25,3,2.43,0.35
120640,Christopher,Hays,Male,Marketing,USA,2023-11-05,,Active,385853,2.06,2,2.27,0.59
120641,Lauren,Smith,Male,Finance,India,2023-06-12,,Active,534777,3.81,1,2.67,0.24
120642,Ann,Chase,Male,Marketing,Singapore,2023-12-18,,Active,1166061,3.85,1,2.16,0.23
120643,Christian,Robinson,Female,Finance,UK,2023-06-24,2024-09-14,Resigned,883201,4.79,4,2.64,0.04
120644,Ashley,Duffy,Female,Sales,USA,2023-06-28,,Active,1202980,3.12,1,2.63,0.38
120645,John,Gutierrez,Male,Marketing,Singapore,2023-03-24,,Active,1336853,4.54,5,2.89,0.09
120646,Carolyn,Martinez,Female,Marketing,UK,2023-06-16,2025-11-23,Terminated,1071833,2.97,2,2.66,0.41
120647,Jeffrey,Hernandez,Female,Finance,USA,2023-01-05,,Active,1561650,4.78,4,3.11,0.04
120648,Christine,Smith,Female,Finance,Germany,2023-10-25,,Active,455527,2.15,1,2.3,0.57
120649,Elijah,Cooper,Female,HR,UK,2023-06-16,2024-11-23,Resigned,1329147,4.78,5,2.66,0.04
120650,Brittany,Spencer,Male,Finance,UK,2023-08-04,2024-03-29,Terminated,900446,2.19,2,2.53,0.56
120651,Alisha,Flores,Male,IT,Singapore,2023-10-31,2026-02-24,Resigned,1145883,3.86,1,2.29,0.23
120652,Jason,Wilson,Female,HR,Singapore,2023-09-18,,Active,715684,3.69,5,2.41,0.26
120653,Arthur,Aguirre,Female,Sales,India,2023-02-20,,Active,1151465,4.09,4,2.98,0.18
120654,Tammy,Holmes,Female,IT,India,2023-11-16,,Active,1036208,4.36,4,2.24,0.13
120655,Kristen,Robinson,Female,Marketing,Singapore,2023-11-11,,Active,647807,3.85,4,2.26,0.23
120656,Henry,Wilson,Female,Operations,UK,2023-06-06,,Active,692514,2.02,1,2.69,0.6
120657,Deborah,Cowan,Female,HR,USA,2023-01-17,,Active,732144,4.89,4,3.07,0.02
120658,Carol,Singh,Female,HR,UK,2023-04-18,,Active,1232900,3.45,5,2.82,0.31
120659,Lynn,Young,Male,Operations,USA,2023-07-13,,Active,1034296,4.8,4,2.59,0.04
120660,Susan,Rocha,Female,Operations,India,2023-01-31,,Active,815900,2.72,3,3.04,0.46
120661,Daniel,Lindsey,Female,IT,Germany,2023-08-07,2025-01-02,Terminated,1285858,3.79,4,2.52,0.24
120662,Michael,Cuevas,Female,Marketing,USA,2023-03-05,2024-11-25,Terminated,1230410,4.68,4,2.95,0.06
120663,Mary,Klein,Male,HR,Singapore,2023-06-06,2025-11-21,Resigned,1280772,3.52,4,2.69,0.3
120664,Kevin,Jones,Female,Marketing,Singapore,2023-12-29,,Active,836350,3.43,3,2.13,0.31
120665,Kevin,Yang,Male,Operations,Germany,2023-02-26,,Active,366040,2.81,3,2.96,0.44
120666,Angela,Wade,Female,IT,Singapore,2023-05-26,2025-07-15,Resigned,1165992,2.36,1,2.72,0.53
120667,Kevin,Murphy,Female,Finance,Singapore,2023-12-10,,Active,1056612,2.64,3,2.18,0.47
120668,Michael,Thomas,Male,IT,India,2023-12-06,,Active,1219572,2.69,2,2.19,0.46
120669,Mike,Ryan,Male,Marketing,India,2023-04-17,,Active,482567,2.57,2,2.83,0.49
120670,Morgan,White,Male,Sales,India,2023-04-21,,Active,982028,3.29,1,2.82,0.34
120671,Steven,Roberts,Male,Finance,UK,2023-11-27,,Active,722919,3.99,2,2.21,0.2
120672,Zoe,Duncan,Male,HR,Germany,2023-09-08,,Active,1153887,4.33,4,2.43,0.13
120673,Tina,Gordon,Female,Finance,India,2023-11-26,,Active,788695,2.43,1,2.22,0.51
120674,Julia,Carrillo,Male,Marketing,USA,2023-01-20,,Active,1224651,3.55,2,3.07,0.29
120675,Joseph,Lopez,Female,IT,India,2023-05-27,,Active,1016580,3.05,3,2.72,0.39
120676,Tiffany,Sullivan,Female,Finance,USA,2023-05-05,,Active,689466,4.33,3,2.78,0.13
120677,Michele,Taylor,Male,Sales,India,2023-08-25,,Active,1033957,3.53,2,2.47,0.29
120678,Christopher,Calderon,Female,HR,India,2023-06-05,,Active,1247229,3.61,4,2.69,0.28
120679,Dawn,Smith,Male,HR,India,2023-01-29,,Active,1237877,3.07,4,3.04,0.39
120680,Jermaine,Collins,Female,Sales,Germany,2023-05-13,,Active,850473,2.76,1,2.76,0.45
120681,Richard,Jenkins,Female,HR,USA,2023-05-22,,Active,632571,3.43,4,2.73,0.31
120682,Cynthia,Cox,Male,IT,India,2023-11-11,2025-05-09,Resigned,1349414,2.78,3,2.26,0.44
120683,Robert,Benjamin,Female,HR,USA,2023-05-16,2023-12-07,Resigned,1059114,4.11,3,2.75,0.18
120684,Ronald,Huang,Female,Finance,USA,2023-06-16,2023-09-18,Terminated,995410,4.73,5,2.66,0.05
120685,Devon,Mitchell,Male,IT,Germany,2023-04-08,,Active,869401,4.38,4,2.85,0.12
120686,Tammy,Barnett,Male,Sales,Singapore,2023-06-10,,Active,1397470,4.47,3,2.68,0.11
120687,Robert,Clayton,Male,IT,UK,2023-01-28,,Active,1542974,3.39,4,3.04,0.32
120688,John,Roberts,Male,Sales,Singapore,2023-07-12,2024-07-06,Resigned,598966,3.61,4,2.59,0.28
120689,Claire,Hanson,Male,IT,Germany,2023-12-25,,Active,1208039,4.75,5,2.14,0.05
120690,Lisa,Maldonado,Female,Marketing,India,2023-11-30,,Active,981746,2.74,1,2.21,0.45
120691,Kelly,Nichols,Male,Marketing,India,2023-07-18,,Active,1229960,4.87,5,2.58,0.03
120692,David,Turner,Male,Operations,Singapore,2023-09-11,2024-10-08,Terminated,755106,3.02,2,2.42,0.4
120693,Gabrielle,Thomas,Male,HR,Germany,2023-09-18,,Active,442111,3.69,2,2.41,0.26
120694,Kathleen,Garcia,Male,IT,India,2023-02-12,,Active,856685,4.29,5,3.0,0.14
120695,Jessica,Anderson,Male,IT,Singapore,2023-05-13,,Active,1582389,4.76,5,2.76,0.05
120696,Walter,Morgan,Male,Operations,UK,2023-05-29,,Active,987705,3.53,2,2.71,0.29
120697,Bridget,Zimmerman,Male,IT,UK,2023-03-10,,Active,1374308,4.82,4,2.93,0.04
120698,Melissa,Beck,Female,Finance,Singapore,2023-11-17,,Active,831017,2.59,2,2.24,0.48
120699,Joseph,Branch,Male,Sales,India,2023-02-25,,Active,657673,2.97,3,2.97,0.41
120700,Justin,Church,Male,Sales,Singapore,2023-08-05,,Active,848376,3.28,4,2.53,0.34
120701,Lisa,Alexander,Female,Sales,Singapore,2023-03-21,,Active,533933,2.51,1,2.9,0.5
120702,Christopher,Howard,Female,Sales,Germany,2023-11-12,2025-04-27,Terminated,1571277,3.38,3,2.25,0.32
120703,Amy,Johnson,Male,Sales,Singapore,2023-12-07,,Active,468562,2.21,1,2.19,0.56
120704,Robert,Romero,Male,Sales,USA,2023-06-02,,Active,738160,3.73,1,2.7,0.25
120705,Angela,Black,Male,Sales,UK,2023-11-06,,Active,1751000,4.0,4,2.27,0.2
120706,Jeff,Wilson,Male,Marketing,UK,2023-06-03,,Active,1005623,4.88,5,2.7,0.02
120707,Andrew,Williams,Female,IT,UK,2023-05-17,,Active,990617,3.14,2,2.75,0.37
120708,James,Hendricks,Female,Sales,India,2023-08-01,,Active,692237,3.34,5,2.54,0.33
120709,Bruce,Pierce,Male,Finance,India,2023-07-05,,Active,817094,3.27,4,2.61,0.35
120710,Sara,Clark,Female,IT,Germany,2023-10-09,,Active,1304160,3.53,4,2.35,0.29
120711,Ryan,Crawford,Female,Marketing,USA,2023-03-03,,Active,890285,2.78,2,2.95,0.44
120712,Michelle,Moore,Male,IT,USA,2023-09-11,,Active,1507894,3.51,5,2.42,0.3
120713,Kirk,Schmidt,Male,IT,USA,2023-01-12,,Active,1066301,3.5,2,3.09,0.3
120714,Craig,Boone,Male,HR,Germany,2023-02-17,2023-11-30,Terminated,886714,2.23,2,2.99,0.55
120715,Leah,Osborne,Female,Finance,Germany,2023-04-09,,Active,835569,3.64,5,2.85,0.27
120716,Tina,Munoz,Female,HR,Germany,2023-05-11,,Active,889489,3.96,4,2.76,0.21
120717,Derek,Hendricks,Male,HR,Singapore,2023-09-03,2025-04-16,Terminated,443933,2.97,1,2.45,0.41
120718,Cody,Rios,Male,IT,USA,2023-04-06,,Active,1494771,2.54,3,2.86,0.49
120719,Jonathan,Bradley,Male,IT,Singapore,2023-03-05,,Active,885760,4.15,3,2.95,0.17
120720,Molly,Leon,Female,HR,UK,2023-10-02,2025-04-10,Resigned,461283,3.3,4,2.37,0.34
120721,Abigail,Sullivan,Female,IT,Germany,2023-11-15,2025-04-20,Resigned,709212,2.68,2,2.25,0.46
120722,Alexis,Garcia,Female,Operations,India,2023-01-30,,Active,1017593,3.83,3,3.04,0.23
120723,Victoria,Foster,Male,Marketing,USA,2023-02-23,,Active,914260,3.88,3,2.97,0.22
120724,Brian,Vega,Male,Finance,Germany,2023-04-18,,Active,1243224,4.37,3,2.82,0.13
120725,Michele,Andersen,Male,IT,Germany,2023-05-10,,Active,1778618,4.32,3,2.76,0.14
120726,Casey,Park,Female,Operations,Germany,2023-08-14,,Active,1054451,3.44,3,2.5,0.31
120727,Susan,Bradley,Male,IT,UK,2023-01-03,,Active,706511,4.16,3,3.11,0.17
120728,Courtney,Walker,Female,IT,Germany,2023-03-16,,Active,1180854,3.52,5,2.92,0.3
120729,Elizabeth,Weaver,Male,Marketing,UK,2023-07-02,,Active,1195386,3.66,2,2.62,0.27
120730,Angela,Robbins,Male,Finance,India,2023-08-19,,Active,656336,4.01,3,2.49,0.2
120731,Roy,Gutierrez,Female,Finance,Germany,2023-01-26,,Active,905914,3.11,5,3.05,0.38
120732,David,Brown,Female,Sales,Singapore,2023-09-23,2025-09-01,Terminated,1573385,3.28,4,2.39,0.34
120733,Terri,Rowe,Male,Finance,India,2023-11-28,,Active,1621892,4.02,5,2.21,0.2
120734,Desiree,Flores,Female,IT,Singapore,2023-01-28,,Active,690631,3.99,3,3.04,0.2
120735,Logan,Wilson,Male,HR,India,2023-11-30,,Active,913563,3.63,2,2.21,0.27
120736,Daniel,Moyer,Male,HR,Singapore,2023-09-13,2024-12-17,Resigned,631544,3.65,4,2.42,0.27
120737,Laura,Johnson,Female,IT,Germany,2023-09-29,,Active,735480,3.81,3,2.38,0.24
120738,Ashley,Brown,Female,Marketing,UK,2023-08-10,,Active,839743,3.01,2,2.51,0.4
120739,Ashley,Gates,Male,Sales,USA,2023-03-20,,Active,561854,2.09,1,2.9,0.58
120740,Teresa,Thomas,Female,Operations,India,2023-03-10,,Active,322304,2.7,2,2.93,0.46
120741,Joshua,Williams,Male,Finance,USA,2023-09-06,,Active,798088,4.68,5,2.44,0.06
120742,Tanya,Watson,Female,Marketing,India,2023-06-17,,Active,497627,3.75,1,2.66,0.25
120743,Nicholas,Alvarez,Female,Finance,Singapore,2023-12-14,,Active,1054767,2.59,2,2.17,0.48
120744,Timothy,Smith,Male,IT,Singapore,2023-02-14,,Active,1306702,3.8,3,3.0,0.24
120745,Joe,Reed,Female,Marketing,India,2023-09-01,,Active,529865,2.08,1,2.45,0.58
120746,Bonnie,Reed,Male,HR,UK,2023-12-10,,Active,385319,3.09,2,2.18,0.38
120747,Lucas,Contreras,Male,IT,Germany,2023-05-24,,Active,721532,3.62,2,2.73,0.28
120748,Robert,Hester,Female,HR,USA,2023-05-09,2024-03-16,Resigned,969879,3.86,2,2.77,0.23
120749,Zachary,Clayton,Female,Finance,India,2023-02-20,,Active,1495546,3.6,5,2.98,0.28
120750,Michelle,Black,Female,Operations,Germany,2023-10-19,2024-08-11,Terminated,758023,3.66,4,2.32,0.27
120751,Travis,Flores,Female,Marketing,USA,2023-09-16,2024-08-23,Terminated,1075086,3.9,4,2.41,0.22
120752,Ronald,Ramos,Female,Finance,UK,2023-06-01,2024-03-27,Terminated,1026228,3.51,1,2.7,0.3
120753,Katrina,Taylor,Female,Marketing,India,2023-02-05,,Active,483754,2.57,2,3.02,0.49
120754,Timothy,Dunn,Female,Sales,India,2023-09-16,,Active,550396,2.01,1,2.41,0.6
120755,Nicholas,Martin,Female,Sales,USA,2023-01-27,,Active,1767178,4.36,5,3.05,0.13
120756,Katelyn,Dalton,Male,Finance,India,2023-03-04,,Active,1181899,2.23,2,2.95,0.55
120757,Brenda,Turner,Female,IT,UK,2023-04-08,,Active,1877715,3.46,4,2.85,0.31
120758,Lori,Rodriguez,Female,HR,Singapore,2023-10-24,,Active,1130270,2.7,3,2.31,0.46
120759,Courtney,Davis,Female,Sales,India,2023-04-24,,Active,1482008,4.81,5,2.81,0.04
120760,Melinda,Terry,Female,Sales,UK,2023-07-02,,Active,979884,3.83,3,2.62,0.23
120761,William,Harris,Female,Marketing,UK,2023-03-29,2025-07-01,Terminated,1475211,3.02,5,2.88,0.4
120762,Cynthia,Nelson,Female,IT,India,2023-02-12,,Active,1277003,3.19,4,3.0,0.36
120763,Heather,Conrad,Female,HR,Singapore,2023-02-01,,Active,1207242,3.73,4,3.03,0.25
120764,Chelsea,Wilson,Female,Marketing,USA,2023-12-10,2024-06-07,Terminated,997830,4.08,5,2.18,0.18
120765,Mitchell,Jefferson,Female,Finance,UK,2023-12-26,,Active,990306,2.61,2,2.13,0.48
120766,Karen,Vazquez,Female,Marketing,Singapore,2023-07-07,,Active,838549,3.78,1,2.61,0.24
120767,Andrew,Ward,Female,Operations,Germany,2023-11-23,,Active,806768,2.05,1,2.22,0.59
120768,Timothy,White,Female,Sales,UK,2023-07-31,,Active,1257865,3.52,4,2.54,0.3
120769,Eric,Pham,Male,Operations,USA,2023-09-29,,Active,502550,3.74,2,2.38,0.25
120770,Ryan,Davis,Female,IT,India,2023-10-20,,Active,1168073,4.56,5,2.32,0.09
120771,Devin,Hanson,Female,HR,UK,2023-01-16,,Active,625747,2.5,1,3.08,0.5
120772,Edward,Hunter,Female,Finance,India,2023-10-06,,Active,461539,3.84,2,2.36,0.23
120773,Kim,Greene,Male,Finance,USA,2023-11-06,,Active,702963,4.08,5,2.27,0.18
120774,Willie,Gregory,Female,IT,Germany,2023-06-12,2023-11-09,Resigned,999367,3.0,4,2.67,0.4
120775,Alan,White,Female,HR,Singapore,2023-10-12,,Active,818165,2.49,2,2.34,0.5
120776,Allison,Crawford,Male,Operations,USA,2023-05-20,2025-02-27,Resigned,397300,4.45,3,2.74,0.11
120777,Kimberly,Holmes,Female,IT,Germany,2023-04-27,2024-04-22,Resigned,1654688,3.54,5,2.8,0.29
120778,Isabella,Warner,Male,Marketing,UK,2023-04-24,2024-06-07,Resigned,1004688,3.94,2,2.81,0.21
120779,Robert,Wong,Male,Sales,UK,2023-01-19,,Active,1793086,4.16,4,3.07,0.17
120780,Michael,Ross,Male,IT,Germany,2023-03-18,,Active,1104360,2.47,2,2.91,0.51
120781,Stephanie,Gonzalez,Female,IT,Germany,2023-08-20,,Active,1656003,4.21,4,2.48,0.16
120782,Nathan,White,Male,IT,India,2023-04-06,,Active,938747,3.84,2,2.86,0.23
120783,Tracy,Roach,Female,Operations,Singapore,2023-11-06,2025-10-20,Resigned,409391,4.93,5,2.27,0.01
120784,Jonathan,Brown,Female,Marketing,UK,2023-06-13,2025-11-24,Resigned,1574873,3.19,5,2.67,0.36
120785,Aaron,Clark,Female,HR,Singapore,2023-04-28,2025-06-25,Resigned,978024,3.03,2,2.8,0.39
120786,Holly,Hamilton,Male,Sales,Singapore,2023-10-09,,Active,1006263,3.16,1,2.35,0.37
120787,Lauren,Campbell,Female,Operations,India,2023-06-18,2025-07-25,Resigned,772996,4.04,5,2.66,0.19
120788,Jennifer,Reed,Male,IT,Germany,2023-07-19,,Active,789091,2.68,1,2.57,0.46
120789,Eric,Thomas,Female,Sales,Singapore,2023-04-15,,Active,958392,3.49,5,2.83,0.3
120790,Aaron,Herring,Female,HR,India,2023-09-23,,Active,839259,3.2,1,2.39,0.36
120791,David,Campbell,Female,Marketing,UK,2023-08-09,,Active,1149503,4.67,4,2.52,0.07
120792,Donald,Johnson,Male,IT,UK,2023-05-09,2023-08-13,Terminated,790346,4.34,4,2.77,0.13
120793,Elizabeth,Oconnell,Female,Sales,UK,2023-02-26,2024-02-24,Terminated,724067,4.71,4,2.96,0.06
120794,Jonathan,Macias,Female,Operations,Germany,2023-11-11,,Active,899299,2.32,2,2.26,0.54
120795,Kevin,May,Female,HR,UK,2023-04-21,,Active,683913,3.09,2,2.82,0.38
120796,Timothy,Walter,Female,IT,Germany,2023-11-03,,Active,1214080,4.25,4,2.28,0.15
120797,Cynthia,Arnold,Female,Sales,India,2023-05-19,,Active,667822,3.66,4,2.74,0.27
120798,James,Munoz,Male,Finance,UK,2023-10-28,,Active,1104341,3.34,1,2.3,0.33
120799,Janet,Evans,Male,Sales,UK,2023-12-16,,Active,1020493,3.36,1,2.16,0.33
